Sentence,Emotion 1,Emotion 2
"When I finally got to the pay machine, no lighting and above all you could not pay by cash.",Disgust,
"When I got the chance of this trip I jumped at it, I did not know what to expect this could be the best trip of our life or the worst!!!",Sadness,
When I pay good money for a premium commodore class accommodation I expect to receive premium support.,Joy,
"When I pay out good money to visit an attraction, I expect to be treated like an adult, not as part of a school group...!",Surprise,
"When it's busy it feels unsafe, I just don't feel it's worth money .. very stressful place!",Anger,
"When our waiter found out that we were celebrating, she brought my friend a lovely chocolate cake with a candle and sang Happy Birthday for him.",Surprise,
When paying £30 per head you should be able to expect a good deal more than we received.,Disgust,Anger
When paying for an afternoon tea you expect good quality food and impeccable service in a comfortable stylish environment.,Disgust,
When the food arrived some items looked like they were from a self serve budget food outlet.,Surprise,
When the sun is shining it's just lovely sitting there in the sun watching the comings and goings of people and boats.,Joy,
When they cut the trees down why don't they remove the whole tree rather than leaving masses of tree waste everywhere?,Trust,
"When Tom arrived, the birds immediately started coming in and calling giving some lovely views of them soaring.",Surprise,
"When we finally got to the security area at 12.05, the security people were lovely, apologetic and charming...as well as efficient.",Surprise,
When we got there the anticipation high as we were all excited for this escape game and still thinking what's going to happen.,,
When we went there was also a terrible wasp problem and I saw a young child screaming in pain from being stung.,Sadness,
When you are paying good money to attend an event like this you expect more.,Anger,
When you pay you get a money off voucher to use in the restaurant which makes it good value and the food is very good.,Surprise,
When you're paying top level prices you expect details like this to be taken care of.,Anger,
"Where do I start, we arrived and the place was packed, there is no social distancing at all, I don't know why you pick a time to arrive as it was rammed!",Anger,
"Which was surprising because there is only one pool and its rather small, it felt like an elite club rather than a spa experience.",Surprise,
"While there are a lot of people in the park, it does not feel like it, and it is easy to feel alone and in peace no matter where you are.",Joy,
"While watching the film something overcame me and I deeply felt the fear, horror and grief of that dreadful day.",Anticipation,
"Whilst Accepting the motives behind the Sanctuary, it is nonetheless sad to see these animals confined in this manner.",Surprise,
Whilst this was no fault of our own it is certainly not how you expect to be treated having paid so much money for the experience.,Anger,
Whilst we were very high up it felt safe with the children and we enjoyed a drink and ice creams at the cafe.,Joy,
Why does Excel arena treat its sporting spectators with what seemed utter contempt or worse as unpredictable animals.,Disgust,
"Why on earth do you employ someone as your first port of call to the general public, that treats people like that??",Anger,
"Why should the public be expected to travel standing up and crushed between other people's bodies, particularly when they have paid good money for the service.",Disgust,
Why were we not warned in advance to get there early because of long queues at security and to advise of the new food and drink policy?,Anger,
Will still return with children as good value for money and children enjoy it.,Joy,
"With good weather a wonderful day can be had at Kew, but best advice would be to take a picnic.",Joy,Trust
"With many benches set all over for those who have time to sit and enjoy the ambience, it is a pleasant and peaceful time.",Joy,
With the Centre under cover and the temperature fairly constant it provides a pleasant experience whatever the weather.,Trust,
With the high cost of the entrance fee I feel then to pay for fast track on top is unacceptable.,Anger,
